hospital_id,description,code1,code1_type,code2,code2_type,code3,code3_type,billing_class,setting,drug_unit_of_measurement,drug_type_of_measurement,modifiers,standard_charge_gross,standard_charge_discounted_cash,payer_name,plan_name,standard_charge_negotiated_dollar,standard_charge_negotiated_percentage,standard_charge_negotiated_algorithm,estimated_amount,standard_charge_methodology,standard_charge_min,standard_charge_max,additional_generic_notes
H004,HC SMEAR - INFECTIOUS WET MOUNT,30600040,CDM,306,RC,87210,HCPCS,facility,both,,,,5.82,5.82,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC KOH FOR FUNGI/PARASITES/MITES,30600041,CDM,306,RC,87220,HCPCS,facility,both,,,,35.5,35.5,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC KOH FOR FUNGI/PARASITES/MITES,30600041,CDM,306,RC,87220,HCPCS,facility,both,,,,4.71,4.71,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC KOH FOR FUNGI/PARASITES/MITES,30600041,CDM,306,RC,87220,HCPCS,facility,both,,,,26.1,26.1,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC VIRUS ISOLATE; TISSUE CULT INOC,30600042,CDM,306,RC,87252,HCPCS,facility,both,,,,236.8,236.8,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC VIRUS ISOLATE; TISSUE CULT INOC,30600042,CDM,306,RC,87252,HCPCS,facility,both,,,,174,174,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC VIRUS ISOLATE; TISSUE CULT INOC,30600042,CDM,306,RC,87252,HCPCS,facility,both,,,,24.83,24.83,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC VIRUS ISOLATE; ADDTL OR ID,30600043,CDM,306,RC,87253,HCPCS,facility,both,,,,59.19,59.19,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC VIRUS ISOLATE; ADDTL OR ID,30600043,CDM,306,RC,87253,HCPCS,facility,both,,,,43.5,43.5,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC VIRUS ISOLATE; ADDTL OR ID,30600043,CDM,306,RC,87253,HCPCS,facility,both,,,,17.89,17.89,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC VIRUS ISOL SHELL VIAL TECHN,30600044,CDM,306,RC,87254,HCPCS,facility,both,,,,71.05,71.05,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC VIRUS ISOL SHELL VIAL TECHN,30600044,CDM,306,RC,87254,HCPCS,facility,both,,,,52.2,52.2,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC VIRUS ISOL SHELL VIAL TECHN,30600044,CDM,306,RC,87254,HCPCS,facility,both,,,,17.49,17.49,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC GENET VIRUS ISOLATE HSV,30600045,CDM,306,RC,87255,HCPCS,facility,both,,,,46.2,46.2,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC ADENOVIRUS AG BY IF,30600046,CDM,306,RC,87260,HCPCS,facility,both,,,,59.19,59.19,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC ADENOVIRUS AG BY IF,30600046,CDM,306,RC,87260,HCPCS,facility,both,,,,43.5,43.5,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC ADENOVIRUS AG BY IF,30600046,CDM,306,RC,87260,HCPCS,facility,both,,,,14.43,14.43,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC BORDATELLA P AG BY DFA,30600047,CDM,306,RC,87265,HCPCS,facility,both,,,,59.19,59.19,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC BORDATELLA P AG BY DFA,30600047,CDM,306,RC,87265,HCPCS,facility,both,,,,43.5,43.5,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC BORDATELLA P AG BY DFA,30600047,CDM,306,RC,87265,HCPCS,facility,both,,,,10,10,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC INFLUENZA B AG BY IF,30600048,CDM,306,RC,87275,HCPCS,facility,both,,,,59.19,59.19,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC INFLUENZA B AG BY IF,30600048,CDM,306,RC,87275,HCPCS,facility,both,,,,12.25,12.25,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC INFLUENZA B AG BY IF,30600048,CDM,306,RC,87275,HCPCS,facility,both,,,,43.5,43.5,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC INFLUENZA A AG BY DFA,30600049,CDM,306,RC,87276,HCPCS,facility,both,,,,59.19,59.19,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC INFLUENZA A AG BY DFA,30600049,CDM,306,RC,87276,HCPCS,facility,both,,,,43.5,43.5,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC INFLUENZA A AG BY DFA,30600049,CDM,306,RC,87276,HCPCS,facility,both,,,,16.07,16.07,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC LEGIONELLA P AG BY DFA,30600050,CDM,306,RC,87278,HCPCS,facility,both,,,,59.19,59.19,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC LEGIONELLA P AG BY DFA,30600050,CDM,306,RC,87278,HCPCS,facility,both,,,,43.5,43.5,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC LEGIONELLA P AG BY DFA,30600050,CDM,306,RC,87278,HCPCS,facility,both,,,,15.6,15.6,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC PARAINFLUENZA AG BY DFA,30600051,CDM,306,RC,87279,HCPCS,facility,both,,,,59.19,59.19,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC PARAINFLUENZA AG BY DFA,30600051,CDM,306,RC,87279,HCPCS,facility,both,,,,16.43,16.43,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC PARAINFLUENZA AG BY DFA,30600051,CDM,306,RC,87279,HCPCS,facility,both,,,,43.5,43.5,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC RSV AG BY IF,30600052,CDM,306,RC,87280,HCPCS,facility,both,,,,59.19,59.19,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC RSV AG BY IF,30600052,CDM,306,RC,87280,HCPCS,facility,both,,,,43.5,43.5,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC RSV AG BY IF,30600052,CDM,306,RC,87280,HCPCS,facility,both,,,,13.42,13.42,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC PNEUMOCYSTIS C AG BY IF,30600053,CDM,306,RC,87281,HCPCS,facility,both,,,,59.19,59.19,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC PNEUMOCYSTIS C AG BY IF,30600053,CDM,306,RC,87281,HCPCS,facility,both,,,,15.02,15.02,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC PNEUMOCYSTIS C AG BY IF,30600053,CDM,306,RC,87281,HCPCS,facility,both,,,,43.5,43.5,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC VARICELLA ZOSTER AG BY DFA,30600054,CDM,306,RC,87290,HCPCS,facility,both,,,,59.19,59.19,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC VARICELLA ZOSTER AG BY DFA,30600054,CDM,306,RC,87290,HCPCS,facility,both,,,,15.02,15.02,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC VARICELLA ZOSTER AG BY DFA,30600054,CDM,306,RC,87290,HCPCS,facility,both,,,,43.5,43.5,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC INF AGENT MULTI ORG AG BY IF,30600055,CDM,306,RC,87300,HCPCS,facility,both,,,,59.19,59.19,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC INF AGENT MULTI ORG AG BY IF,30600055,CDM,306,RC,87300,HCPCS,facility,both,,,,15.02,15.02,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC INF AGENT MULTI ORG AG BY IF,30600055,CDM,306,RC,87300,HCPCS,facility,both,,,,43.5,43.5,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC ADENOVIRUS AG EIA,30600056,CDM,306,RC,87301,HCPCS,facility,both,,,,59.19,59.19,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC ADENOVIRUS AG EIA,30600056,CDM,306,RC,87301,HCPCS,facility,both,,,,15.02,15.02,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC ADENOVIRUS AG EIA,30600056,CDM,306,RC,87301,HCPCS,facility,both,,,,43.5,43.5,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC ASPERGILLUS AG EIA,30600059,CDM,306,RC,87305,HCPCS,facility,both,,,,59.19,59.19,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC ASPERGILLUS AG EIA,30600059,CDM,306,RC,87305,HCPCS,facility,both,,,,43.5,43.5,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC ASPERGILLUS AG EIA,30600059,CDM,306,RC,87305,HCPCS,facility,both,,,,10.7,10.7,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC CRYPTOCOCCUS NEOFORM AG EIA,30600060,CDM,306,RC,87327,HCPCS,facility,both,,,,15.02,15.02,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC GIARDIA AG EIA,30600061,CDM,306,RC,87329,HCPCS,facility,both,,,,59.19,59.19,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC GIARDIA AG EIA,30600061,CDM,306,RC,87329,HCPCS,facility,both,,,,43.5,43.5,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC GIARDIA AG EIA,30600061,CDM,306,RC,87329,HCPCS,facility,both,,,,10.68,10.68,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC E COLI 0157 AG EIA,30600062,CDM,306,RC,87335,HCPCS,facility,both,,,,59.19,59.19,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC E COLI 0157 AG EIA,30600062,CDM,306,RC,87335,HCPCS,facility,both,,,,12.66,12.66,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC E COLI 0157 AG EIA,30600062,CDM,306,RC,87335,HCPCS,facility,both,,,,43.5,43.5,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC HPYLORI STOOL EIA,30600063,CDM,306,RC,87338,HCPCS,facility,both,,,,71.05,71.05,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC HPYLORI STOOL EIA,30600063,CDM,306,RC,87338,HCPCS,facility,both,,,,12.72,12.72,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC HPYLORI STOOL EIA,30600063,CDM,306,RC,87338,HCPCS,facility,both,,,,52.2,52.2,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC HEPATITIS B SURFACE AG EIA,30600064,CDM,306,RC,87340,HCPCS,facility,both,,,,59.19,59.19,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC HEPATITIS B SURFACE AG EIA,30600064,CDM,306,RC,87340,HCPCS,facility,both,,,,43.5,43.5,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC HEPATITIS B SURFACE AG EIA,30600064,CDM,306,RC,87340,HCPCS,facility,both,,,,9.2,9.2,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC HEPATITIS B SURFACE AG EIA NEUTRALIZATION,30600065,CDM,306,RC,87341,HCPCS,facility,both,,,,59.19,59.19,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC HEPATITIS B SURFACE AG EIA NEUTRALIZATION,30600065,CDM,306,RC,87341,HCPCS,facility,both,,,,14.1,14.1,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC HEPATITIS B SURFACE AG EIA NEUTRALIZATION,30600065,CDM,306,RC,87341,HCPCS,facility,both,,,,43.5,43.5,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC HEPATITIS BE AG EIA,30600066,CDM,306,RC,87350,HCPCS,facility,both,,,,47.33,47.33,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC HEPATITIS BE AG EIA,30600066,CDM,306,RC,87350,HCPCS,facility,both,,,,34.8,34.8,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC HEPATITIS BE AG EIA,30600066,CDM,306,RC,87350,HCPCS,facility,both,,,,8.37,8.37,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC HISTOPLASMA CAPSUL AG EIA,30600067,CDM,306,RC,87385,HCPCS,facility,both,,,,94.72,94.72,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC HISTOPLASMA CAPSUL AG EIA,30600067,CDM,306,RC,87385,HCPCS,facility,both,,,,69.6,69.6,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC HISTOPLASMA CAPSUL AG EIA,30600067,CDM,306,RC,87385,HCPCS,facility,both,,,,13.25,13.25,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC ROTAVIRUS AG EIA,30600068,CDM,306,RC,87425,HCPCS,facility,both,,,,59.19,59.19,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC ROTAVIRUS AG EIA,30600068,CDM,306,RC,87425,HCPCS,facility,both,,,,43.5,43.5,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC ROTAVIRUS AG EIA,30600068,CDM,306,RC,87425,HCPCS,facility,both,,,,10.49,10.49,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC STREP A AG EIA,30600069,CDM,306,RC,87430,HCPCS,facility,both,,,,59.19,59.19,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC STREP A AG EIA,30600069,CDM,306,RC,87430,HCPCS,facility,both,,,,15.02,15.02,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC STREP A AG EIA,30600069,CDM,306,RC,87430,HCPCS,facility,both,,,,43.5,43.5,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC IA BY EIA - MULTI STEP,30600070,CDM,306,RC,87449,HCPCS,facility,both,,,,59.19,59.19,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC IA BY EIA - MULTI STEP,30600070,CDM,306,RC,87449,HCPCS,facility,both,,,,10.68,10.68,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC IA BY EIA - MULTI STEP,30600070,CDM,306,RC,87449,HCPCS,facility,both,,,,43.5,43.5,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC CHLAMYDIA T AMPLIF NA PROBE,30600071,CDM,306,RC,87491,HCPCS,facility,both,,,,106.58,106.58,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC CHLAMYDIA T AMPLIF NA PROBE,30600071,CDM,306,RC,87491,HCPCS,facility,both,,,,78.3,78.3,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC CHLAMYDIA T AMPLIF NA PROBE,30600071,CDM,306,RC,87491,HCPCS,facility,both,,,,31.26,31.26,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC C DIFF AMPLIFIED PROBE,30600072,CDM,306,RC,87493,HCPCS,facility,both,,,,284.17,284.17,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC C DIFF AMPLIFIED PROBE,30600072,CDM,306,RC,87493,HCPCS,facility,both,,,,37.27,37.27,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC C DIFF AMPLIFIED PROBE,30600072,CDM,306,RC,87493,HCPCS,facility,both,,,,208.8,208.8,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC CYTOMEGALOV AMPLIF NA PROBE,30600073,CDM,306,RC,87496,HCPCS,facility,both,,,,284.17,284.17,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC CYTOMEGALOV AMPLIF NA PROBE,30600073,CDM,306,RC,87496,HCPCS,facility,both,,,,208.8,208.8,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC CYTOMEGALOV AMPLIF NA PROBE,30600073,CDM,306,RC,87496,HCPCS,facility,both,,,,31.26,31.26,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC CYTOMEGALOVIRUS NA QUAN,30600074,CDM,306,RC,87497,HCPCS,facility,both,,,,378.9,378.9,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC CYTOMEGALOVIRUS NA QUAN,30600074,CDM,306,RC,87497,HCPCS,facility,both,,,,278.4,278.4,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC CYTOMEGALOVIRUS NA QUAN,30600074,CDM,306,RC,87497,HCPCS,facility,both,,,,39.64,39.64,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC ENTEROVIRUS DNA AMP PROBE,30600075,CDM,306,RC,87498,HCPCS,facility,both,,,,284.17,284.17,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC ENTEROVIRUS DNA AMP PROBE,30600075,CDM,306,RC,87498,HCPCS,facility,both,,,,208.8,208.8,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC ENTEROVIRUS DNA AMP PROBE,30600075,CDM,306,RC,87498,HCPCS,facility,both,,,,20,20,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC HEP-B NA QUAN,30600076,CDM,306,RC,87517,HCPCS,facility,both,,,,378.9,378.9,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC HEP-B NA QUAN,30600076,CDM,306,RC,87517,HCPCS,facility,both,,,,34.71,34.71,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC HEP-B NA QUAN,30600076,CDM,306,RC,87517,HCPCS,facility,both,,,,278.4,278.4,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC HEP-C AMPLIF NA PROBE,30600077,CDM,306,RC,87521,HCPCS,facility,both,,,,331.54,331.54,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC HEP-C AMPLIF NA PROBE,30600077,CDM,306,RC,87521,HCPCS,facility,both,,,,243.6,243.6,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC HEP-C AMPLIF NA PROBE,30600077,CDM,306,RC,87521,HCPCS,facility,both,,,,30.75,30.75,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC HERPES S AMPLIF NA PROBE,30600078,CDM,306,RC,87529,HCPCS,facility,both,,,,284.17,284.17,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC HERPES S AMPLIF NA PROBE,30600078,CDM,306,RC,87529,HCPCS,facility,both,,,,31.04,31.04,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC HERPES S AMPLIF NA PROBE,30600078,CDM,306,RC,87529,HCPCS,facility,both,,,,208.8,208.8,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC HIV-1 AMPLIF NA PROBE,30600079,CDM,306,RC,87535,HCPCS,facility,both,,,,284.17,284.17,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC HIV-1 AMPLIF NA PROBE,30600079,CDM,306,RC,87535,HCPCS,facility,both,,,,47.87,47.87,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC HIV-1 AMPLIF NA PROBE,30600079,CDM,306,RC,87535,HCPCS,facility,both,,,,208.8,208.8,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC LEGIONELLA AMPLIF NA PROBE,30600080,CDM,306,RC,87541,HCPCS,facility,both,,,,284.17,284.17,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC LEGIONELLA AMPLIF NA PROBE,30600080,CDM,306,RC,87541,HCPCS,facility,both,,,,47.87,47.87,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC LEGIONELLA AMPLIF NA PROBE,30600080,CDM,306,RC,87541,HCPCS,facility,both,,,,208.8,208.8,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC MYCOBACTERIA T DIR NA PROBE,30600081,CDM,306,RC,87555,HCPCS,facility,both,,,,284.17,284.17,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC MYCOBACTERIA T DIR NA PROBE,30600081,CDM,306,RC,87555,HCPCS,facility,both,,,,27.36,27.36,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC MYCOBACTERIA T DIR NA PROBE,30600081,CDM,306,RC,87555,HCPCS,facility,both,,,,208.8,208.8,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC MYCOBACTERIA T AMPLIF NA PROBE,30600082,CDM,306,RC,87556,HCPCS,facility,both,,,,284.17,284.17,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC MYCOBACTERIA T AMPLIF NA PROBE,30600082,CDM,306,RC,87556,HCPCS,facility,both,,,,208.8,208.8,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC MYCOBACTERIA T AMPLIF NA PROBE,30600082,CDM,306,RC,87556,HCPCS,facility,both,,,,41.68,41.68,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC NEISSERIA AMPLIF NA PROBE,30600083,CDM,306,RC,87591,HCPCS,facility,both,,,,106.58,106.58,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC NEISSERIA AMPLIF NA PROBE,30600083,CDM,306,RC,87591,HCPCS,facility,both,,,,78.3,78.3,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC NEISSERIA AMPLIF NA PROBE,30600083,CDM,306,RC,87591,HCPCS,facility,both,,,,31.26,31.26,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC MR-STAPH DNA AMP PROBE,30600084,CDM,306,RC,87641,HCPCS,facility,both,,,,284.17,284.17,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC MR-STAPH DNA AMP PROBE,30600084,CDM,306,RC,87641,HCPCS,facility,both,,,,208.8,208.8,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC MR-STAPH DNA AMP PROBE,30600084,CDM,306,RC,87641,HCPCS,facility,both,,,,30,30,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC TRICHOMONAS VAGIN DIR PROBE,30600085,CDM,306,RC,87660,HCPCS,facility,both,,,,106.58,106.58,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC TRICHOMONAS VAGIN DIR PROBE,30600085,CDM,306,RC,87660,HCPCS,facility,both,,,,27.36,27.36,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC TRICHOMONAS VAGIN DIR PROBE,30600085,CDM,306,RC,87660,HCPCS,facility,both,,,,78.3,78.3,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC DIR NA PROBE NOS AGENT,30600086,CDM,306,RC,87797,HCPCS,facility,both,,,,27.36,27.36,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC AMPLIF NA PROBE NOS AGENT,30600087,CDM,306,RC,87798,HCPCS,facility,both,,,,284.17,284.17,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC AMPLIF NA PROBE NOS AGENT,30600087,CDM,306,RC,87798,HCPCS,facility,both,,,,208.8,208.8,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC AMPLIF NA PROBE NOS AGENT,30600087,CDM,306,RC,87798,HCPCS,facility,both,,,,29.83,29.83,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC NA QUAN NOS AGENT,30600088,CDM,306,RC,87799,HCPCS,facility,both,,,,378.9,378.9,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC NA QUAN NOS AGENT,30600088,CDM,306,RC,87799,HCPCS,facility,both,,,,278.4,278.4,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC NA QUAN NOS AGENT,30600088,CDM,306,RC,87799,HCPCS,facility,both,,,,37.89,37.89,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC DNA/RNA; MULTI ORG - AMP PR,30600089,CDM,306,RC,87801,HCPCS,facility,both,,,,284.17,284.17,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC DNA/RNA; MULTI ORG - AMP PR,30600089,CDM,306,RC,87801,HCPCS,facility,both,,,,208.8,208.8,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC DNA/RNA; MULTI ORG - AMP PR,30600089,CDM,306,RC,87801,HCPCS,facility,both,,,,59.22,59.22,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC AGENT NOS ASSAY W/OPTIC,30600090,CDM,306,RC,87899,HCPCS,facility,both,,,,59.19,59.19,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC AGENT NOS ASSAY W/OPTIC,30600090,CDM,306,RC,87899,HCPCS,facility,both,,,,43.5,43.5,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
H004,HC AGENT NOS ASSAY W/OPTIC,30600090,CDM,306,RC,87899,HCPCS,facility,both,,,,16.07,16.07,,,,,,,,,,Gross Charge Type: SH REF LAB MEDICARE DC FEE SCHEDULE
H004,HC GENOTYPE DNA HIV REVERSE T,30600091,CDM,306,RC,87901,HCPCS,facility,both,,,,805.13,805.13,,,,,,,,,,Gross Charge Type: SH LAB 42
H004,HC GENOTYPE DNA HIV REVERSE T,30600091,CDM,306,RC,87901,HCPCS,facility,both,,,,591.6,591.6,,,,,,,,,,Gross Charge Type: HB ABN SH ESTIMATES ONLY
